Title,Description,BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,RDataClass,DispatchClass,RDataPath,Tags,Notes
KYCG.HM450.chromosome.hg19.20210630,CpG position by hg19 chromosomes for HM450 array,3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,12-Sep-2021,Homo sapiens,9606,TRUE,GRCh,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/KYCG.HM450.chromosome.hg19.20210630.rda,NA,NA
KYCG.HM450.gene.20210923,"Gene database set using genesUniq column from HM450.hg38.manifest.gencode.v36.tsv.gz, special attribute attr(,""probeID2gene"")",3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,12-Sep-2021,Homo sapiens,9606,TRUE,GENCODE v36,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/KYCG.HM450.gene.20210923.rda,NA,NA
KYCG.HM450.mask.hg19.20181001,HM450 probe masking by copy number and SNP effects based on hg19,3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,12-Sep-2021,Homo sapiens,9606,TRUE,ZhouLab,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/KYCG.HM450.mask.hg19.20181001.rda,NA,NA
KYCG.HM450.mask.hg38.20181001,HM450 probe masking by copy number and SNP effects based on hg38,3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,12-Sep-2021,Homo sapiens,9606,TRUE,ZhouLab,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/KYCG.HM450.mask.hg38.20181001.rda,NA,NA
KYCG.MM285.chromHMM.20210210,chromHMM consensus from mouseENCODE,3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,12-Sep-2021,Mus musculus,10090,TRUE,PMID: 33619351,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/KYCG.MM285.chromHMM.20210210.rda,NA,NA
KYCG.MM285.chromosome.mm10.20210630,CpG position by mm10 chromosomes for MM285 array,3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,12-Sep-2021,Mus musculus,10090,TRUE,GRCm,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/KYCG.MM285.chromosome.mm10.20210630.rda,NA,NA
KYCG.MM285.designGroup.20210210,MM285 probe design categories,3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,12-Sep-2021,Mus musculus,10090,TRUE,ZhouLab,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/KYCG.MM285.designGroup.20210210.rda,NA,NA
KYCG.MM285.gene.20210923,"Gene database set using genesUniq column from MM285.mm10.manifest.gencode.vM25.tsv.gz, special attribute attr(,""probeID2gene"")",3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,12-Sep-2021,Mus musculus,10090,TRUE,GENCODE vM25,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/KYCG.MM285.gene.20210923.rda,NA,NA
KYCG.MM285.probeType.20210630,"Probe type database sets (rs, cg, ch) using probeID column in all_merged10.txt manifest.",3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,12-Sep-2021,Mus musculus,10090,TRUE,Infinium Manifest,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/KYCG.MM285.probeType.20210630.rda,NA,NA
KYCG.MM285.seqContext.20210630,"Sequence context groups, e.g., CpG island and PMDsoloWCGWs",3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,12-Sep-2021,Mus musculus,10090,TRUE,"UCSC Genome Browser, PMID: 29610480",Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/KYCG.MM285.seqContext.20210630.rda,NA,NA
KYCG.MM285.seqContextN.20210630,"Sequence context, numerical form, including local CpG density at different window lengths, now, only 50bp, distance to nearest TSS for each probe using bedtools closest -d with MM285_to_mm10.idx.gz and Mus_musculus.GRCm38.96.chr.gtf.tss.bed",3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,12-Sep-2021,Mus musculus,10090,TRUE,GRCm,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/KYCG.MM285.seqContextN.20210630.rda,NA,NA
KYCG.MM285.TFBS.20210817,"TFBS from 703 TFs, 1349 samples, from ENCODE/Cistrome",3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,12-Sep-2021,Mus musculus,10090,TRUE,mouseENCODE,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/KYCG.MM285.TFBS.20210817.rda,NA,NA
Mammal40.address,"HorvathMammalMethylChip40 array probe addresses, $ordering, $controls",3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,23-Aug-2021,Homo sapiens,9606,TRUE,Illumina Inc,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/Mammal40.address.rda,NA,NA
Mammal40.addressSpecies,"HorvathMammalMethylChip40 array probe addresses, $ordering, $controls, and $species, species-specific",3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,23-Aug-2021,Homo sapiens,9606,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/Mammal40.addressSpecies.rda,NA,NA
MM285.211.SE.strainSNP,MM285 211 experiment for strain SNPs,3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,26-Jul-2021,Mus musculus,10090,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,SummarizedExperiment,Rda,sesameData/v1.11.7/MM285.211.SE.strainSNP.rda,NA,NA
MM285.141.SE.tissueSignature,MM285 141 sample summarized experiment for tissue signature,3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,21-Jul-2021,Mus musculus,10090,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,SummarizedExperiment,Rda,sesameData/v1.11.7/MM285.141.SE.tissueSignature.rda,NA,NA
MM285.inferences,"MM285 inference models, for sex, strain, etc",3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,16-Jul-2021,Mus musculus,10090,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/MM285.inferences.rda,NA,NA
MM285.address,"MM285 array probe addresses, $ordering and $controls",3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,17-Jun-2021,Mus musculus,10090,TRUE,Illumina Inc,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/MM285.address.rda,NA,NA
MM285.mm10.manifest,Annotated manifest of MM285 array on mm10,3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,17-Jun-2021,Mus musculus,10090,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,GRanges,Rda,sesameData/v1.11.7/MM285.mm10.manifest.rda,NA,NA
MM285.467.SE.tissue20Kprobes,"MM285 247 samples, 20K probes summarized experiment data for differential methylation testing",3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,10-Jun-2021,Mus musculus,10090,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,SummarizedExperiment,Rda,sesameData/v1.11.7/MM285.467.SE.tissue20Kprobes.rda,NA,NA
MM285.alignmentScore,MM285 array alignment scores,3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,5-Jun-2021,Mus musculus,10090,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,matrix,Rda,sesameData/v1.11.7/MM285.alignmentScore.rda,NA,NA
EPIC.1.SigDF,EPIC SigDF object from LNCaP cell line for testing purpose,3.14,NA,RDA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2309170,4-Jun-2021,Homo sapiens,9606,TRUE,GEO,Wanding Zhou <zhouwanding@gmail.com>,SigDF,Rda,sesameData/v1.11.7/EPIC.1.SigDF.rda,NA,NA
EPIC.5.SigDF.normal,"EPIC.seg.LNCaP.Rep1, $seg (CNSegment), $sset (SigSet)",3.14,NA,RDA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE86829,4-Jun-2021,Homo sapiens,9606,TRUE,GEO,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/EPIC.5.SigDFs.normal.rda,NA,NA
EPIC.address,"EPIC array probe addresses, $ordering and $controls",3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,4-Jun-2021,Homo sapiens,9606,TRUE,Illumina Inc,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/EPIC.address.rda,NA,NA
HM27.address,"HM27 array probe addresses, $ordering and $controls",3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,4-Jun-2021,Homo sapiens,9606,TRUE,Illumina Inc,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/HM27.address.rda,NA,NA
HM450.10.SigDF,"HM450 array of 10 tumor-adjacent normal TCGA samples, list of SigDF",3.14,NA,RDA,https://portal.gdc.cancer.gov/,4-Jun-2021,Homo sapiens,9606,TRUE,TCGA,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/HM450.10.SigDFs.rda,NA,NA
HM450.address,"HM450 array probe addresses, $ordering and $controls",3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,4-Jun-2021,Homo sapiens,9606,TRUE,Illumina Inc,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/HM450.address.rda,NA,NA
Mammal40.1.SigDF,HorvathMammalMethylChip40 array one SigDF data,3.14,NA,RDA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM4997388,4-Jun-2021,Homo sapiens,9606,TRUE,GEO,Wanding Zhou <zhouwanding@gmail.com>,SigDF,Rda,sesameData/v1.11.7/Mammal40.1.SigDF.rda,NA,NA
MM285.1.SigDF,MM285 one SigDF from a frontal lobe mouse tissue sample for testing purpose,3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,4-Jun-2021,Mus musculus,10090,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,SigDF,Rda,sesameData/v1.11.7/MM285.1.SigDF.rda,NA,NA
MM285.10.SE.tissue,MM285 10 tissue example data summarized experiment,3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,23-Apr-2021,Mus musculus,10090,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,SummarizedExperiment,Rda,sesameData/v1.11.7/MM285.10.SE.tissue.rda,NA,NA
genomeInfo.mm10,"Basic information about genome build mm10, including $seqInfo, $gapInfo, $cytoBand, $gene2txn, $txn2gene, $txns",3.14,mm10 / GRCm38,RDA,https://www.ncbi.nlm.nih.gov/grc,5-Mar-2021,Homo sapiens,9606,TRUE,GRCh,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/genomeInfo.mm10.rda,NA,NA
MM285.probeInfo,"Basic information about probe design on MM285 platform, including $mapped.probes.mm10",3.14,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,5-Mar-2021,Homo sapiens,9606,TRUE,Illumina Inc,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.11.7/MM285.probeInfo.rda,NA,NA
idatSignature,idat tango address to discriminate array platform,3.12,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,1-Apr-2021,Homo sapiens,9606,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.9.1/idatSignature.rda,NA,NA
Mammal40.alignmentScore,HorvathMammalMethylChip40 array alignment scores,3.12,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,1-Apr-2021,Homo sapiens,9606,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,matrix,Rda,sesameData/v1.9.1/Mammal40.alignmentScore.rda,NA,NA
MM285.bloodSignature,MM285 blood signature summarized experiment,3.12,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,1-Apr-2021,Mus musculus,10090,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,SummarizedExperiment,Rda,sesameData/v1.9.1/MM285.bloodSignature.rda,NA,NA
probeIDSignature,probe ID to discriminate array platform,3.12,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,1-Apr-2021,Homo sapiens,9606,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.9.1/probeIDSignature.rda,NA,NA
MM285.clock347,"MM285 epigenetic clock that predicts mouse age in month, $intercept, and $slope, 347 probes",3.12,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,28-Mar-2021,Mus musculus,10090,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.9.1/MM285.clock347.rda,NA,NA
MM285.strain.snp.table,MM285 strain-specific SNP table,3.12,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,28-Mar-2021,Mus musculus,10090,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,matrix,Rda,sesameData/v1.9.1/MM285.strain.snp.table.rda,NA,NA
HM450.1.TCGA.PAAD,"HM450 array of a PAAD tumor TCGA-2L-AAQA-01A-21D-A38H-05, $betas (numeric), $sset (SigSet)",3.12,NA,RDA,https://portal.gdc.cancer.gov/,18-Oct-2020,Homo sapiens,9606,TRUE,TCGA,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.9.1/HM450.1.TCGA.PAAD.rda,NA,NA
detection.stats,Detection statistics,3.12,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,18-Aug-2020,Homo sapiens,9606,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,data.frame,Rda,sesameData/v1.7.2/detection.stats.rda,NA,NA
EPIC.5.normal,"EPIC array of 5 normal samples, list of SigSet",3.12,NA,RDA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE86829,18-Aug-2020,Homo sapiens,9606,TRUE,TCGA,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.7.2/EPIC.5.normal.rda,NA,NA
HM450.10.TCGA.BLCA.normal,"HM450 array of 10 tumor-adjacent normal TCGA samples, list of SigSet",3.12,NA,RDA,https://portal.gdc.cancer.gov/,18-Aug-2020,Homo sapiens,9606,TRUE,TCGA,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.7.2/HM450.10.TCGA.BLCA.normal.rda,NA,NA
HM450.10.TCGA.PAAD.normal,"HM450 array of 10 tumor-adjacent normal TCGA samples, matrix (beta values)",3.12,NA,RDA,https://portal.gdc.cancer.gov/,18-Aug-2020,Homo sapiens,9606,TRUE,TCGA,Wanding Zhou <zhouwanding@gmail.com>,matrix,Rda,sesameData/v1.7.2/HM450.10.TCGA.PAAD.normal.rda,NA,NA
HM450.76.TCGA.matched,"Beta Values in 76 TCGA tumor and matched normal samples assayed on HM450, $betas (matrix), $sampleInfo (data.frame)",3.12,NA,RDA,https://portal.gdc.cancer.gov/,18-Aug-2020,Homo sapiens,9606,TRUE,TCGA,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.7.2/HM450.76.TCGA.matched.rda,NA,NA
age.inference,"Age Predictors, $Horvath353 based on Horvath 2013. Data frame of 353 rows each corresponding a probe. Columns include probe IDs and regression coefficients. The data is adapted from Horvath 2013 Genome Biology, $SkinBlood based on Skin and Blood age predictor developed in Horvath et al. 2018 Aging. ; $PhenoAge based on phenotypic age developed in Levine et al. 2018 Aging.",3.12,NA,RDA,https://labs.genetics.ucla.edu/horvath/htdocs/dnamage/,18-Sep-2018,Homo sapiens,9606,TRUE,Steve Horvath,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.7.2/age.inference.rda,NA,NA
EPIC.hg19.manifest,Annotated manifest of EPIC array on hg19,3.12,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,9-Sep-2018,Homo sapiens,9606,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,GRanges,Rda,sesameData/v1.7.2/EPIC.hg19.manifest.rda,NA,NA
EPIC.hg38.manifest,Annotated manifest of EPIC array on hg38,3.12,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,9-Sep-2018,Homo sapiens,9606,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,GRanges,Rda,sesameData/v1.7.2/EPIC.hg38.manifest.rda,NA,NA
HM27.hg19.manifest,Annotated manifest of HM450 array on hg19,3.12,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,9-Sep-2018,Homo sapiens,9606,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,GRanges,Rda,sesameData/v1.7.2/HM27.hg19.manifest.rda,NA,NA
HM27.hg38.manifest,Annotated manifest of HM450 array on hg38,3.12,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,9-Sep-2018,Homo sapiens,9606,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,GRanges,Rda,sesameData/v1.7.2/HM27.hg38.manifest.rda,NA,NA
HM450.hg19.manifest,Annotated manifest of HM27 array on hg19,3.12,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,9-Sep-2018,Homo sapiens,9606,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,GRanges,Rda,sesameData/v1.7.2/HM450.hg19.manifest.rda,NA,NA
HM450.hg38.manifest,Annotated manifest of HM27 array on hg38,3.12,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,9-Sep-2018,Homo sapiens,9606,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,GRanges,Rda,sesameData/v1.7.2/HM450.hg38.manifest.rda,NA,NA
EPIC.probeInfo,"Basic information about probe design on EPIC platform, including $probe2chr.hg19 (factor), $mapped.probes.hg19 (GRanges), $mapped.probes.hg38 (GRanges), $typeI.extC (character), $typeI.extT (character), $mask (character), $chrY.clean (character), $chrX.xlinked (character), $mask.hg19 (character)",3.12,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,15-Mar-2018,Homo sapiens,9606,TRUE,Illumina Inc,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.7.2/EPIC.probeInfo.rda,NA,NA
ethnicity.inference,"Ethnicity inference data, including $ccs.probes (character), $rs.probes (character), $model (randomForest)",3.12,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,15-Mar-2018,Homo sapiens,9606,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.7.2/ethnicity.inference.rda,NA,NA
genomeInfo.hg19,"Basic information about genome build hg19, including $seqInfo, $gapInfo, $cytoBand, $gene2txn, $txn2gene, $txns",3.12,hg19 / GRCh37,RDA,https://www.ncbi.nlm.nih.gov/grc,15-Mar-2018,Homo sapiens,9606,TRUE,GRCh,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.7.2/genomeInfo.hg19.rda,NA,NA
genomeInfo.hg38,"Basic information about genome build hg38, including $seqInfo, $gapInfo, $cytoBand, $gene2txn, $txn2gene, $txns",3.12,hg38 / GRCh38,RDA,https://www.ncbi.nlm.nih.gov/grc,15-Mar-2018,Homo sapiens,9606,TRUE,GRCh,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.7.2/genomeInfo.hg38.rda,NA,NA
HM27.probeInfo,"Basic information about probe design on HM27 platform, including $probe2chr.hg19, $mask, $mask.hg19 (character)",3.12,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,15-Mar-2018,Homo sapiens,9606,TRUE,Illumina Inc,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.7.2/HM27.probeInfo.rda,NA,NA
HM450.probeInfo,"Basic information about probe design on HM450 platform, including $probe2chr.hg19, $mapped.probes.hg19, $mapped.probes.hg38, $typeI.extC, $typeI.extT, $mask, $mask.tcga, $chrY.clean, $chrX.xlinked, $mask.hg19 (character)",3.12,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,15-Mar-2018,Homo sapiens,9606,TRUE,Illumina Inc,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.7.2/HM450.probeInfo.rda,NA,NA
leukocyte.betas,"Reference methylation status in beta values, including $EPIC (matrix), $HM450 (matrix), $HM27 (matrix)",3.12,NA,RDA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE145254,15-Mar-2018,Homo sapiens,9606,TRUE,GEO,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.7.2/leukocyte.betas.rda,NA,NA
ref.methylation,"Reference methylation status in binary, including cellref.CD14Monocytes, cellref.CD19B, cellref.CD4T, cellref.CD56NK, cellref.CD8T, cellref.buccal, cellref.eosinophil, cellref.granulocytes, cellref.hair, cellref.liver, cellref.muscle, cellref.neutrophil, cellref.omentum, cellref.saliva, cellref.scFat, cellref.skin, cellref.spleen. Each is a numeric (betas).",3.12,NA,RDA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE35069,15-Mar-2018,Homo sapiens,9606,TRUE,GEO,Wanding Zhou <zhouwanding@gmail.com>,list,Rda,sesameData/v1.7.2/ref.methylation.rda,NA,NA
sex.inference,Sex inference model,3.12,NA,RDA,http://zwdzwd.github.io/InfiniumAnnotation,15-Mar-2018,Homo sapiens,9606,TRUE,Wanding Zhou <zhouwanding@gmail.com>,Wanding Zhou <zhouwanding@gmail.com>,randomForest,Rda,sesameData/v1.7.2/sex.inference.rda,NA,NA
